・000006\1868_ruby_shosetsu_soron.txt(15,6): ※［＃小書き片仮名ン、237-11］
・000050\48397_ruby_kifujin.txt(30,99): ※［＃「火＋發」、105-14］
・000050\48401_ruby_yomano_tsujiura.txt(65,74): ※［＃「火＋發」、193-13］
・000050\48408_ruby_chumoncho.txt(722,87): ※［＃「参らせ候」のくずし字、519-15］
・000050\48409_ruby_niseno_chigiri.txt(222,234): ※［＃「火＋發」、93-9］
・000050\4997_ruby_kecho_sinjisinkana.txt(15,4): ※［＃「さんずい＋散」、138-4］
・000050\4997_ruby_kecho_sinjisinkana.txt(24,27): ※［＃「さんずい＋散」、138-4］
・000050\4997_ruby_kecho_sinjisinkana.txt(150,110): ※［＃「さんずい＋散」、156-15］
・000050\4997_ruby_kecho_sinjisinkana.txt(152,387): ※［＃「さんずい＋散」、157-10］
・000050\4997_ruby_kecho_sinjisinkana.txt(220,61): ※［＃「火＋發」、164-5］
・000050\50771_ruby_karamoyo.txt(55,826): ※［＃「韈」の「罘－不」に代えて「囚」、134-9］
・000050\57486_ruby_ginkanae.txt(15,4): ※［＃濁点付き二の字点、166-2］
・000050\57486_ruby_ginkanae.txt(85,3): ※［＃濁点付き二の字点、166-2］
・000051\1437_ruby_maho_shugyosha.txt(47,434): ※［＃「酉＋嚴」、142-5］
・000051\1438_ruby_kotto.txt(33,296): ※［＃「さんずい＋幼」、107-12］
・000051\1441_ruby_hananoiroiro.txt(15,4): ※［＃「※」は「均のつくり」、読みは「にほひ」、第3水準1-14-75、123-2］
・000051\1441_ruby_hananoiroiro.txt(28,96): ※［＃「※」は「均のつくり」、読みは「にほひ」、第3水準1-14-75、123-2］
・000051\1441_ruby_hananoiroiro.txt(44,98): ※［＃「※」は「さんずい＋邑」、第3水準1-86-72、124-9］
・000051\1441_ruby_hananoiroiro.txt(68,49): ※［＃「※」は「令＋羽」、読みは「れい」、第3水準1-90-30、126-12］
・000051\1441_ruby_hananoiroiro.txt(68,622): ※［＃「※」は「けものへん＋彌」、第3水準1-87-82、127-11］
・000051\1441_ruby_hananoiroiro.txt(70,8): ※［＃「※」は「くさかんむり＋渠」、128-1］
・000051\1441_ruby_hananoiroiro.txt(72,3): ※［＃「※」は「くさかんむり＋渠」、128-2］
・000051\1441_ruby_hananoiroiro.txt(72,369): ※［＃「※」は「さんずい＋猗」、第3水準1-87-6、128-9］
・000051\1441_ruby_hananoiroiro.txt(78,7): ※［＃「※」は「たまへん＋攵」、読みは「まい」、第3水準1-87-88、129-9］
・000051\1441_ruby_hananoiroiro.txt(80,37): ※［＃「※」は「たまへん＋攵」、第3水準1-87-88、129-10］
・000051\1441_ruby_hananoiroiro.txt(115,8): ※［＃「※」は「木へん＋孛」、読みは「ぼつ」、第3水準1-85-67、134-2］
・000051\1441_ruby_hananoiroiro.txt(137,66): ※［＃「※」は「やまいだれ＋瞿」、第3水準1-88-62、137-3］
・000051\1441_ruby_hananoiroiro.txt(141,212): ※［＃「※」は「食へん＋昜」、第4水準2-92-64、137-13］
・000051\1441_ruby_hananoiroiro.txt(141,274): ※［＃「※」は「艷の正字」、第4水準2-88-94、138-1］
・000051\1441_ruby_hananoiroiro.txt(151,7): ※［＃「※」は「くさかんむり＋溪」、読みは「けい」、139-6］
・000051\1441_ruby_hananoiroiro.txt(151,39): ※［＃「※」は「くさかんむり＋孫」、読みは「そん」、第3水準1-91-17、139-6］
・000051\1441_ruby_hananoiroiro.txt(153,117): ※［＃「※」は「やまいだれ＋瞿」、読みは「や」、第3水準1-88-62、139-9］
・000051\1441_ruby_hananoiroiro.txt(165,251): ※［＃「※」は「やまいだれ＋瞿」、読みは「や」、第3水準1-88-62、141-3］
・000051\1441_ruby_hananoiroiro.txt(187,8): ※［＃「※」は「くさかんむり＋及」、読みは「きゅう」、第4水準2-85-94、143-10］
・000051\1441_ruby_hananoiroiro.txt(189,3): ※［＃「※」は「くさかんむり＋及」、読みは「きゅう」、第4水準2-85-94、143-11］
・000051\1441_ruby_hananoiroiro.txt(193,598): ※［＃「※」は「均のつくり」、読みは「にほひ」、第3水準1-14-75、145-3］
・000051\1441_ruby_hananoiroiro.txt(193,743): ※［＃「※」は「均のつくり」、読みは「にほ」、第3水準1-14-75、145-5］
・000051\1441_ruby_hananoiroiro.txt(197,46): ※［＃「※」は「雨かんむり＋文」、第3水準1-93-69、146-10］
・000051\1441_ruby_hananoiroiro.txt(197,166): ※［＃「※」は「穀のへんにある禾が系」、読みは「こく」、第4水準2-84-52、146-11］
・000051\1449_ruby_shinwa_toru.txt(15,4): ※［＃「隙のつくり＋虎」、225-3］
・000051\1449_ruby_shinwa_toru.txt(21,45): ※［＃「隙のつくり＋虎」、225-3］
・000051\1452_ruby_unmei.txt(45,1088): ※［＃「木＋旃」の「丹」に代えて「冉」、252-12］
・000051\1452_ruby_unmei.txt(69,1070): ※［＃「竹かんむり／「垂」の「ノ」の下に「一」を加える」、293-5］
・000051\1452_ruby_unmei.txt(75,275): ※［＃「王＋「虞」の「呉」に代えて「僚のつくり－小」、301-7］
・000051\1452_ruby_unmei.txt(75,403): ※［＃「王＋「虞」の「呉」に代えて「僚のつくり－小」、301-7］
・000051\1452_ruby_unmei.txt(75,524): ※［＃「王＋「虞」の「呉」に代えて「僚のつくり－小」、301-8］
・000051\1452_ruby_unmei.txt(153,19): ※［＃「てへん＋弃」、346-7］
・000051\1452_ruby_unmei.txt(250,15): ※［＃「网／卯」、354-11］
・000051\1452_ruby_unmei.txt(364,494): ※［＃「竹かんむり／「垂」の「ノ」の下に「一」を加える」、376-1］
・000051\1452_ruby_unmei.txt(365,152): ※［＃「厂＋龍」、348-9］
・000051\3330_ruby_igo_zakko.txt(37,107): ※［＃「山／辟」、110-4］
・000051\3330_ruby_igo_zakko.txt(60,12): ※［＃「去＋りっとう」、112-11］
・000051\3330_ruby_igo_zakko.txt(61,36): ※［＃「去＋りっとう」、112-12］
・000051\3330_ruby_igo_zakko.txt(80,13): ※［＃「※」は二の字点（踊り字）、面区点番号1-2-22、114-11］
・000051\3330_ruby_igo_zakko.txt(80,50): ※［＃「※」は二の字点（踊り字）、面区点番号1-2-22、114-11］
・000051\3508_ruby_karisaka.txt(15,4): ※［＃「坐＋りっとう」、第3水準1-14-62、52-2］
・000051\3508_ruby_karisaka.txt(26,14): ※［＃「坐＋りっとう」、第3水準1-14-62、52-2］
・000051\3508_ruby_karisaka.txt(63,10): ※［＃「坐＋りっとう」、第3水準1-14-62、55-3］
・000051\3508_ruby_karisaka.txt(79,380): ※［＃「魚へん＋完」、第4水準2-93-48、58-7］
・000051\3508_ruby_karisaka.txt(88,81): ※［＃「さんずい＋玄」、第3水準1-86-62、60-10］
・000051\3508_ruby_karisaka.txt(130,10): ※［＃「峠」の「山へん」が「てへん」、第3水準1-84-76、72-5］
・000051\3508_ruby_karisaka.txt(130,481): ※［＃「革＋堂」、第3水準1-93-80、72-14］
・000051\3508_ruby_karisaka.txt(130,891): ※［＃「峠」の「山へん」が「てへん」、第3水準1-84-76、73-8］
・000051\3508_ruby_karisaka.txt(130,1376): ※［＃「峠」の「山へん」が「てへん」、第3水準1-84-76、74-3］
・000051\3508_ruby_karisaka.txt(130,1487): ※［＃「峠」の「山へん」が「てへん」、第3水準1-84-76、74-4］
・000051\3508_ruby_karisaka.txt(135,163): ※［＃「遙」の「しんにゅう」が「魚」、第4水準2-93-69、76-5］
・000051\3508_ruby_karisaka.txt(135,345): ※［＃「竹かんむり＋擇」、補助5092、76-8］
・000051\3508_ruby_karisaka.txt(136,86): ※［＃「竹かんむり＋擇」、補助5092、76-10］
・000051\3508_ruby_karisaka.txt(136,160): ※［＃「竹かんむり＋擇」、補助5092、76-12］
・000051\3508_ruby_karisaka.txt(136,228): ※［＃「竹かんむり＋擇」、補助5092、76-12］
・000051\3508_ruby_karisaka.txt(138,57): ※［＃「目へん＋屯」、補助4556、78-5］
・000051\4110_ruby_nomichi.txt(26,486): ※［＃「飮のへん＋纔のつくり」、398-6］
・000051\43289_ruby_gojuno_to.txt(62,212): ※［＃「（章＋夂／貢）／心」、66-上-14］
・000051\43289_ruby_gojuno_to.txt(136,540): ※［＃「（章＋夂／貢）／心」、81-上-11］
・000051\43290_ruby_futsuka_monogatari.txt(29,741): ※［＃「目＋（黒の旧字／土）」、117-上-19］
・000051\43290_ruby_futsuka_monogatari.txt(29,766): ※［＃「塞」の「土」に代えて「目」、117-上-19］
・000051\43290_ruby_futsuka_monogatari.txt(57,652): ※［＃「匈／（胃－田）」、121-上-27］
・000051\43290_ruby_futsuka_monogatari.txt(57,1894): ※［＃「足へん＋令」、122-上-1］
・000051\43290_ruby_futsuka_monogatari.txt(57,1913): ※［＃「足へん＋屏」、122-上-1］
・000051\43290_ruby_futsuka_monogatari.txt(57,3987): ※［＃「けものへん＋胡」、122-下-21］
・000051\43290_ruby_futsuka_monogatari.txt(57,4009): ※［＃「けものへん＋孫」、122-下-21］
・000051\43290_ruby_futsuka_monogatari.txt(64,856): ※［＃「てへん＋婁」、123-下-27］
・000051\43788_ruby_kotto.txt(37,231): ※［＃「さんずい＋幼」、170-下-17］
・000051\4620_ruby_tozai_iroha.txt(255,61): ※［＃「還」の「しんにゅう」に代えて「けものへん」、読みは「けん」、164-17］
・000051\4620_ruby_tozai_iroha.txt(255,143): ※［＃「遍」の「しんにゅう」に代えて「あしへん」、読みは「へん」、164-17］
・000051\4620_ruby_tozai_iroha.txt(255,183): ※［＃「遷」の「しんにゅう」に代えて「あしへん」、読みは「せん」、164-17］
・000051\47105_ruby_bakinno_shosetsu.txt(15,4): ※［＃「にんべん＋鐶のつくり」、356-6］
・000051\47105_ruby_bakinno_shosetsu.txt(25,439): ※［＃「にんべん＋鐶のつくり」、356-6］
・000051\830_ruby_tokkankiko.txt(15,4): ※［＃「榮」の「木」に代えて「糸」、第3水準1-90-16、90-2］
・000051\830_ruby_tokkankiko.txt(59,210): ※［＃「榮」の「木」に代えて「糸」、第3水準1-90-16、90-2］
・000061\377_ruby_kokugo_on'inno_hensen.txt(40,186): ※［＃「にんべん＋弖」、132-9］
・000061\377_ruby_kokugo_on'inno_hensen.txt(194,78): ※［＃小書き片仮名ヰ、163-1］
・000061\377_ruby_kokugo_on'inno_hensen.txt(194,123): ※［＃小書き片仮名ヱ、163-1］
・000061\377_ruby_kokugo_on'inno_hensen.txt(194,173): ※［＃小書き片仮名ヰ、163-2］
・000061\377_ruby_kokugo_on'inno_hensen.txt(194,191): ※［＃小書き片仮名ヱ、163-2］
・000061\377_ruby_kokugo_on'inno_hensen.txt(194,297): ※［＃小書き片仮名ヰ、163-4］
・000061\377_ruby_kokugo_on'inno_hensen.txt(194,315): ※［＃小書き片仮名ヱ、163-4］
・000061\377_ruby_kokugo_on'inno_hensen.txt(194,333): ※［＃小書き片仮名ヰ、163-4］
・000061\377_ruby_kokugo_on'inno_hensen.txt(194,351): ※［＃小書き片仮名ヱ、163-4］
・000061\510_ruby_kodaikokugono_onin.txt(135,405): ※［＃小書き片仮名ヰ、94-13］
・000061\510_ruby_kodaikokugono_onin.txt(267,20): ※［＃「瓰」の「扮のつくり」に代えて「缶」、119-1］
・000064\4379_txt_hogo_shirabe.txt(27,53): ※［＃「くさかんむり／（火＋禾）」、802-9］
・000064\55662_ruby_tamadasuki.txt(1,3): ※［＃「ころもへん＋攀」、U+897B］
・000064\55662_ruby_tamadasuki.txt(15,4): ※［＃「ころもへん＋攀」、U+897B］
・000064\55662_ruby_tamadasuki.txt(42,13): ※［＃「ころもへん＋攀」、U+897B］
・000064\55664_ruby_samidare.txt(15,4): ※［＃「霞」の「コ」に代えて「マ」、1-10］
・000064\55664_ruby_samidare.txt(27,459): ※［＃「霞」の「コ」に代えて「マ」、1-10］
・000064\55671_ruby_takekurabe.txt(134,53): ※［＃「抜」の「友」に代えて「丿／友」、U+39DE］
・000064\55675_ruby_warekara.txt(124,17): ※［＃「冫＋咸」、U+51CF］
・000065\393_ruby_ikinokozo_accent.txt(119,50): ※［＃「※」は「つちへん＋壽」、46-2］
・000065\393_ruby_ikinokozo_accent.txt(119,106): ※［＃「※」は「つちへん＋壽」、読みは「ちゅう」、46-2］
・000065\393_ruby_ikinokozo_accent.txt(119,139): ※［＃「※」は「つちへん＋壽」、読みは「ちゅう」、46-2］
・000067\4869_ruby_hyoto.txt(648,22): ※［＃感嘆符三つ、99-下-2］
・000076\4192_ruby_yuki.txt(15,4): ※［＃小書き片仮名ヱ、203-14］
・000076\4192_ruby_yuki.txt(31,25): ※［＃小書き片仮名ヱ、203-14］
・000076\4192_ruby_yuki.txt(40,13): ※［＃小書き片仮名ヱ、206-13］
・000076\4192_ruby_yuki.txt(43,51): ※［＃小書き片仮名ヱ、206-11］
・000076\4192_ruby_yuki.txt(51,6): ※［＃小書き片仮名ヱ、209-4］
・000076\46930_ruby_soshi.txt(81,11): ※［＃「女＋苗」、283-11］
・000077\1323_ruby_05_kaitei_gunkan.txt(33,8): ※［＃変体仮名し、はしがき-14］
・000077\1323_ruby_05_kaitei_gunkan.txt(36,13): ※［＃変体仮名し、はしがき-20］
・000077\1323_ruby_05_kaitei_gunkan.txt(175,650): ※［＃「過」の「咼」に代えて「咼の左右対称」、6-5］
・000077\1323_ruby_05_kaitei_gunkan.txt(189,64): ※［＃「口＋斗」、8-11］
・000077\1323_ruby_05_kaitei_gunkan.txt(204,106): ※［＃「口＋斗」、8-11］
・000077\1323_ruby_05_kaitei_gunkan.txt(233,629): ※［＃「（禾＋尤）／上／日」、22-10］
・000077\1323_ruby_05_kaitei_gunkan.txt(247,200): ※［＃「過」の「咼」に代えて「咼の左右対称」、25-2］
・000077\1323_ruby_05_kaitei_gunkan.txt(262,974): ※［＃「口＋斗」、32-5］
・000077\1323_ruby_05_kaitei_gunkan.txt(275,314): ※［＃「過」の「咼」に代えて「咼の左右対称」、41-4］
・000077\1323_ruby_05_kaitei_gunkan.txt(278,103): ※［＃「過」の「咼」に代えて「咼の左右対称」、42-1］
・000077\1323_ruby_05_kaitei_gunkan.txt(292,635): ※［＃「渦」の「咼」に代えて「咼の左右対称」、46-5］
・000077\1323_ruby_05_kaitei_gunkan.txt(292,1500): ※［＃「過」の「咼」に代えて「咼の左右対称」、47-3］
・000077\1323_ruby_05_kaitei_gunkan.txt(297,83): ※［＃感嘆符三つ、49-9］
・000077\1323_ruby_05_kaitei_gunkan.txt(309,54): ※［＃感嘆符三つ、50-8］
・000077\1323_ruby_05_kaitei_gunkan.txt(312,55): ※［＃感嘆符三つ、50-10］
・000077\1323_ruby_05_kaitei_gunkan.txt(331,37): ※［＃感嘆符三つ、52-6］
・000077\1323_ruby_05_kaitei_gunkan.txt(334,60): ※［＃感嘆符三つ、52-9］
・000077\1323_ruby_05_kaitei_gunkan.txt(338,52): ※［＃感嘆符三つ、53-2］
・000077\1323_ruby_05_kaitei_gunkan.txt(341,293): ※［＃「口＋斗」、53-6］
・000077\1323_ruby_05_kaitei_gunkan.txt(351,5): ※［＃「過」の「咼」に代えて「咼の左右対称」、56-7］
・000077\1323_ruby_05_kaitei_gunkan.txt(354,77): ※［＃「過」の「咼」に代えて「咼の左右対称」、58-1］
・000077\1323_ruby_05_kaitei_gunkan.txt(354,211): ※［＃「候」の「ユ」に代えて「工」、58-3］
・000077\1323_ruby_05_kaitei_gunkan.txt(355,868): ※［＃「過」の「咼」に代えて「咼の左右対称」、60-3］
・000077\1323_ruby_05_kaitei_gunkan.txt(355,976): ※［＃「過」の「咼」に代えて「咼の左右対称」、60-4］
・000077\1323_ruby_05_kaitei_gunkan.txt(356,58): ※［＃「過」の「咼」に代えて「咼の左右対称」、60-7］
・000077\1323_ruby_05_kaitei_gunkan.txt(356,217): ※［＃「過」の「咼」に代えて「咼の左右対称」、60-9］
・000077\1323_ruby_05_kaitei_gunkan.txt(357,592): ※［＃「（禾＋尤）／上／日」、62-10］
・000077\1323_ruby_05_kaitei_gunkan.txt(357,1312): ※［＃「抜」の「友」に代えて「ノ／友」、63-8］
・000077\1323_ruby_05_kaitei_gunkan.txt(362,434): ※［＃「過」の「咼」に代えて「咼の左右対称」、66-7］
・000077\1323_ruby_05_kaitei_gunkan.txt(365,474): ※［＃「抜」の「友」に代えて「ノ／友」、70-4］
・000077\1323_ruby_05_kaitei_gunkan.txt(373,121): ※［＃「過」の「咼」に代えて「咼の左右対称」、71-12］
・000077\1323_ruby_05_kaitei_gunkan.txt(374,18): ※［＃「候」の「ユ」に代えて「工」、72-6］
・000077\1323_ruby_05_kaitei_gunkan.txt(374,872): ※［＃「過」の「咼」に代えて「咼の左右対称」、73-5］
・000077\1323_ruby_05_kaitei_gunkan.txt(375,24): ※［＃感嘆符三つ、73-10］
・000077\1323_ruby_05_kaitei_gunkan.txt(376,3): ※［＃「（禾＋尤）／上／日」、74-7］
・000077\1323_ruby_05_kaitei_gunkan.txt(376,31): ※［＃「（禾＋尤）／上／日」、74-7］
・000077\1323_ruby_05_kaitei_gunkan.txt(377,123): ※［＃感嘆符三つ、75-1］
・000077\1323_ruby_05_kaitei_gunkan.txt(380,187): ※［＃感嘆符三つ、75-11］
・000077\1323_ruby_05_kaitei_gunkan.txt(382,42): ※［＃感嘆符三つ、76-8］
・000077\1323_ruby_05_kaitei_gunkan.txt(393,123): ※［＃「（禾＋尤）／上／日」、79-6］
・000077\1323_ruby_05_kaitei_gunkan.txt(394,3): ※［＃「（禾＋尤）／上／日」、79-7］
・000077\1323_ruby_05_kaitei_gunkan.txt(404,556): ※［＃感嘆符三つ、81-11］
・000077\1323_ruby_05_kaitei_gunkan.txt(417,313): ※［＃「（禾＋尤）／上／日」、85-11］
・000077\1323_ruby_05_kaitei_gunkan.txt(418,471): ※［＃「一／力」、88-10］
・000077\1323_ruby_05_kaitei_gunkan.txt(421,311): ※［＃「（禾＋尤）／上／日」、92-4］
・000077\1323_ruby_05_kaitei_gunkan.txt(434,12): ※［＃感嘆符三つ、95-12］
